cluster_id,cluster_size,term,count_in_cluster,count_in_background,pvalue,pvalue_adjusted,odds_ratio
8,162,KW:3D-structure,42,708,2.0969218406264104e-09,8.212943875786775e-09,3.0234553137208002
8,162,GO:GO:0044562||P:venom-mediated inhibition of voltage-gated potassium channel activity,10,48,4.484090708392782e-08,1.6211712561112366e-07,12.512629741894003
8,162,LINEAGE:Buthoidea > Buthidae > Leiurus,9,44,2.5130231304310885e-07,8.436577652161511e-07,12.221631051024858
8,162,LINEAGE:Scorpionoidea > Hemiscorpiidae > Liocheles,6,19,1.6726998474487124e-06,5.241126188672632e-06,21.912020905923345
8,162,LINEAGE:Buthoidea > Buthidae > Tityus,19,260,2.647359387975168e-06,7.776618202177056e-06,3.756364469114127
8,162,LINEAGE:Scorpionidae > Opistophthalminae > Opistophthalmus,5,14,6.450807811416245e-06,1.7834586302150796e-05,26.365065544429932
8,162,LINEAGE:Buthoidea > Buthidae > Buthus,8,49,7.00777787924714e-06,1.8298086684700864e-05,9.269313373168606
8,162,KW:Pyrrolidone carboxylic acid,20,323,1.7210099694990212e-05,4.257235187708105e-05,3.144569496388727
8,162,LINEAGE:Buthoidea > Buthidae > Androctonus,9,73,2.0106281250816863e-05,4.724976093941963e-05,6.681925970344527
8,162,LINEAGE:Scorpionidae > Pandininae > Pandinus,5,20,4.504623655639377e-05,0.00010081776753097654,15.818168625743724
8,162,LINEAGE:Chactoidea > Vaejovidae > Vaejovis,3,7,0.00029042504273143734,0.000620453500380798,35.56350587211831
8,162,NAME:Potassium channel toxin alpha-KTx 2.10,2,2,0.0004274442152250928,0.0008734729615469288,inf
8,162,KW:Direct protein sequencing,115,4136,0.0009976412169356355,0.0019537140498322864,1.3730674589406986
8,162,LINEAGE:Scorpiopinae > Scorpiopini > Scorpiops,2,10,0.017226588976561007,0.03238598727593469,11.84891304347826
9,117,GO:GO:0030550||F:acetylcholine receptor inhibitor activity,114,536,1.170097194722119e-89,2.515708968652556e-88,17.272314607490706
9,117,GO:GO:0035792||C:host cell postsynaptic membrane,94,311,1.0468577947836066e-89,2.515708968652556e-88,27.427102968425437
9,117,KW:Acetylcholine receptor inhibiting toxin,94,509,4.417668333064004e-68,6.331991277391738e-67,14.315416940066175
9,117,KW:Postsynaptic neurotoxin,95,650,3.5752909250297754e-59,3.843437744407009e-58,10.810575793184489
9,117,GO:GO:0099106||F:ion channel regulator activity,80,767,5.5715736561744326e-39,4.791553344310013e-38,7.2822366109521655
9,117,KW:Amidation,86,1339,2.0465684877883684e-26,1.4667074162483307e-25,4.284638206251939
9,117,LINEAGE:Conidae > Conus > Pionoconus,22,128,2.5267695660796985e-16,1.5521584477346718e-15,12.627594601968644
9,117,LINEAGE:Conidae > Conus > Lividoconus,14,51,6.82541235243977e-14,3.6686591394363766e-13,22.933794259375656
9,117,KW:Neurotoxin,109,3276,5.185108220115863e-12,2.4773294829442458e-11,2.138929606659264
9,117,LINEAGE:Conoidea > Conidae > Conus,17,151,6.139364499189856e-10,2.639926734651638e-09,7.695391594440443
9,117,LINEAGE:Conidae > Conus > Textilia,9,35,3.941040598332463e-09,1.5405885975299625e-08,20.924818417363973
9,117,KW:Ion channel impairing toxin,88,2896,3.8447857898419053e-08,1.3777149080266827e-07,1.9304988057874894
9,117,LINEAGE:Conidae > Conus > Lithoconus,7,22,4.246472778436837e-08,1.4046025344060308e-07,28.18146718146718
9,117,KW:Hydroxylation,21,391,2.7493372736031676e-06,8.4443930546383e-06,3.442948785361237
9,117,LINEAGE:Conidae > Conus > Cylinder,11,152,4.588322829396886e-05,0.0001315319211093774,4.716170918457359
9,117,LINEAGE:Conidae > Conus > Chelyconus,5,28,8.347358066434613e-05,0.00022433524803543023,13.112588333932207
9,117,LINEAGE:Conidae > Conus > Darioconus,6,46,0.00010141936192002327,0.00024227958680894448,9.051267916207276
9,117,LINEAGE:Conidae > Conus > Leptoconus,5,29,9.950596468659816e-05,0.00024227958680894448,12.566115702479339
9,117,LINEAGE:Conidae > Conus > Gastridium,6,47,0.00011465694633932259,0.0002594867732942564,8.830424610751068
9,117,KW:Sulfation,4,20,0.0002798796914305585,0.0006017413365757008,15.072136563876652
9,117,GO:GO:0044513||P:venom-mediated perturbation of G protein-coupled receptor signaling pathway,2,3,0.0007927357398008328,0.0016232208005445626,120.46094609460945
9,117,KW:Signal,104,4864,0.003769788837321861,0.0073682236365836375,1.3335879806468043
9,117,KW:Pyrrolidone carboxylic acid,12,323,0.0075740973645098825,0.013570257778080207,2.330243576245625
9,117,KW:3D-structure,21,708,0.007357069711367482,0.013570257778080207,1.8488947037534196
9,117,LINEAGE:Conidae > Conus > Elisaconus,4,49,0.008416762812522635,0.014476832037538932,5.357562408223201
9,117,LINEAGE:Conidae > Conus > Strategoconus,3,33,0.01652524659098676,0.02733021551586272,6.024766097963677
10,114,NAME:Venom allergen 5,24,24,1.6975654853901063e-47,1.052490600941866e-45,inf
10,114,GO:GO:0005246||F:calcium channel regulator activity,50,314,4.737618801642422e-41,1.4686618285091509e-39,17.12845090110329
10,114,KW:Allergen,33,106,5.859915638760375e-38,1.2110492320104776e-36,40.38858039460067
10,114,KW:Calcium channel impairing toxin,50,364,8.103845505081363e-38,1.2560960532876113e-36,14.394432260569365
10,114,NAME:Cysteine-rich venom protein,13,16,2.6619256124586165e-23,3.3007877594486847e-22,381.2120969890754
10,114,GO:GO:0006952||P:defense response,38,500,8.040553708552354e-20,8.308572165504099e-19,7.3525490279160755
10,114,LINEAGE:Varanoidea > Varanidae > Varanus,11,17,4.50540461085334e-18,3.9905012267558155e-17,161.02021814312317
10,114,LINEAGE:Tabanoidea > Tabanidae > Tabanus,11,21,1.2318806686182076e-16,9.54707518179111e-16,96.60861931364725
10,114,LINEAGE:Vespidae > Vespinae > Vespula,8,23,1.1395190848481063e-10,7.850020362286954e-10,46.72653927813163
10,114,NAME:Cysteine-rich venom protein pseudechetoxin-like,5,5,1.8727009744907934e-10,1.161074604184292e-09,inf
10,114,LINEAGE:Colubridae > Colubrinae > Dispholidus,3,4,5.792370717757507e-06,2.9927248708413785e-05,261.82791435368756
10,114,KW:Signal,90,4864,5.671001852321008e-06,2.9927248708413785e-05,1.6906204747607176
10,114,LINEAGE:Polistinae > Polistini > Polistes,5,28,1.4812246514494852e-05,7.064302183836007e-05,18.999378388645233
10,114,LINEAGE:Vespidae > Vespinae > Dolichovespula,3,6,2.847223703252257e-05,0.00012609133542974282,87.27438540840603
10,114,KW:Ion channel impairing toxin,58,2896,3.267599031254662e-05,0.00013506075995852604,1.8169207988715104
10,114,KW:Glycation,2,2,0.00012882730762271322,0.000399364653630411,inf
10,114,NAME:Cysteine-rich venom protein 2,2,2,0.00012882730762271322,0.000399364653630411,inf
10,114,NAME:Venom allergen 5.01,2,2,0.00012882730762271322,0.000399364653630411,inf
10,114,NAME:Venom allergen 5.02,2,2,0.00012882730762271322,0.000399364653630411,inf
10,114,NAME:Venom allergen 3,2,2,0.00012882730762271322,0.000399364653630411,inf
10,114,KW:Platelet aggregation inhibiting toxin,14,395,0.00021104196783581654,0.0006230762859914583,3.2240419947506562
10,114,KW:Cell adhesion impairing toxin,10,232,0.0003658701009983938,0.001031088466450019,3.945356840093682
10,114,KW:Ryanodine-sensitive calcium-release channel impairing toxin,4,32,0.0004617732375302853,0.0012447800316033777,12.474829931972788
10,114,LINEAGE:Vespidae > Vespinae > Vespa,5,64,0.0008202942300377454,0.002119093427597509,7.404114107241421
10,114,LINEAGE:Polistinae > Epiponini > Polybia,3,17,0.0008817102018016379,0.002186641300468062,18.699784751331144
10,114,GO:GO:0005576||C:extracellular region,113,7669,0.003059063276831224,0.007294689352443688,1.3317878117355084
10,114,LINEAGE:Formicidae > Myrmicinae > Solenopsis,2,8,0.00344702119597364,0.0079153820055691,29.067617538298997
10,114,KW:Neurotoxin,54,3276,0.004797079273363277,0.010622104105304401,1.4797636086615265
10,114,KW:Phosphoprotein,2,10,0.005456945095078327,0.01127768652982854,21.800316957210775
10,114,LINEAGE:Colubroidea > Homalopsidae > Pseudoferania,2,10,0.005456945095078327,0.01127768652982854,21.800316957210775
10,114,KW:Disulfide bond,101,6889,0.0057215356548653605,0.011443071309730721,1.321190954043122
10,114,GO:GO:0015459||F:potassium channel regulator activity,14,582,0.007604209381865277,0.014733155677363975,2.158918309859155
10,114,KW:Secreted,114,8108,0.011517982301761844,0.021639845536643467,1.2656305272432586
10,114,GO:GO:0140106||P:hematophagy,2,15,0.012263363911334632,0.022362604779492565,13.414970132878215
10,114,KW:Direct protein sequencing,62,4136,0.017821093144845885,0.03156879357086985,1.3418325046539192
10,114,LINEAGE:Scolopendromorpha > Scolopendridae > Scolopendra,5,137,0.020523500804281135,0.03439073107744406,3.307218331046766
10,114,KW:Potassium channel impairing toxin,14,659,0.020217623638293995,0.03439073107744406,1.8998499224806202
10,114,KW:Voltage-gated calcium channel impairing toxin,7,260,0.03015585441481853,0.04920165720312497,2.4168875640287903
11,106,GO:GO:0008200||F:ion channel inhibitor activity,90,997,3.421216905662817e-51,1.4711232694350114e-49,9.170166743374283
11,106,KW:Cleavage on pair of basic residues,66,884,7.779625861681171e-33,1.6726195602614518e-31,7.3139080238208765
11,106,KW:Hydroxylation,43,391,1.4740074723444252e-28,2.112744043693676e-27,11.038280635740762
11,106,LINEAGE:Conidae > Conus > Stephanoconus,18,88,1.1020901669768242e-17,1.184746929500086e-16,22.570083228822256
11,106,LINEAGE:Conidae > Conus > Tesselliconus,12,37,6.643227590493055e-15,5.713175727824028e-14,41.94719618745036
11,106,LINEAGE:Conoidea > Conidae > Conus,16,151,2.7647485447629136e-11,1.9814031237467546e-10,10.379955732625055
11,106,KW:Amidation,42,1339,8.02790211315664e-09,4.931425583796221e-08,2.8654622013747693
11,106,KW:Signal,100,4864,1.8057058542565055e-08,9.705668966628717e-08,1.887286587923517
11,106,LINEAGE:Conidae > Conus > Cylinder,12,152,2.1939514739446445e-07,1.0482212597735523e-06,7.482741404742994
11,106,NAME:Conotoxin TsMMSK-011,3,3,1.4849198220997977e-06,6.38515523502913e-06,inf
11,106,KW:Neurotoxin,65,3276,1.752229669005495e-05,6.849625069748753e-05,1.7932939888949315
11,106,LINEAGE:Conidae > Conus > Elisaconus,6,49,2.013578545163511e-05,7.215323120169249e-05,12.134129975181542
11,106,LINEAGE:Conidae > Conus > Lautoconus,6,53,3.179940424830221e-05,0.00010518264482130732,11.1010343957615
11,106,NAME:Conotoxin TsMMSK-021,2,2,0.00013025871139221362,0.00035007028686657413,inf
11,106,NAME:Conotoxin TsMMSK-B022,2,2,0.00013025871139221362,0.00035007028686657413,inf
11,106,LINEAGE:Conidae > Conus > Pionoconus,8,128,0.00012080968218036039,0.00035007028686657413,5.802533650039588
11,106,LINEAGE:Conidae > Conus > Leptoconus,4,29,0.0003199509838405403,0.0008092877826554843,13.894112075769534
11,106,LINEAGE:Conidae > Conus > Textilia,4,35,0.0006680660230452935,0.0015959354994970899,11.204318048730808
11,106,LINEAGE:Conidae > Conus > Darioconus,4,46,0.001885454094823359,0.004267080319863391,8.269026947795693
11,106,GO:GO:0090729||F:toxin activity,106,7076,0.0029474576841956135,0.006337034021020569,1.3456042758357398
11,106,KW:Toxin,106,7092,0.0031524114890920892,0.006454937810998088,1.3423140579134971
11,106,GO:GO:0017080||F:sodium channel regulator activity,12,419,0.003599153751379226,0.007034709604968487,2.56766319355676
11,106,LINEAGE:Conidae > Conus > Strategoconus,3,33,0.006276709364855386,0.011734717508207896,8.676577287066246
11,106,KW:Disulfide bond,101,6889,0.0066522564553050945,0.011918626149088294,1.3131973719333767
11,106,LINEAGE:Conidae > Conus > Gastridium,3,47,0.016585593454307098,0.028527220741408208,5.915095354172641
11,106,GO:GO:0005576||C:extracellular region,106,7669,0.02524952666403614,0.04119704486393829,1.2329639610958931
11,106,LINEAGE:Conidae > Conus > Lithoconus,2,22,0.02586791189131009,0.04119704486393829,8.670527974783294
12,87,KW:Cleavage on pair of basic residues,54,884,4.80673563494162e-30,1.874626897627232e-28,8.407808592862015
12,87,LINEAGE:Conidae > Conus > Cylinder,19,152,4.030578905237711e-17,7.859628865213537e-16,17.842582106455268
12,87,LINEAGE:Conoidea > Conidae > Conus,17,151,1.0678512642686235e-14,1.3882066435492106e-13,15.809326250105405
12,87,LINEAGE:Conidae > Conus > Darioconus,10,46,3.637709295063957e-12,3.5467665626873584e-11,34.37406576980568
12,87,KW:Signal,87,4864,8.919709608767696e-12,6.957373494838804e-11,2.360689705657605
12,87,KW:Amidation,39,1339,1.4999826877543814e-11,9.749887470403478e-11,3.793209733487833
12,87,LINEAGE:Conidae > Conus > Lindaconus,5,12,2.6099737070548032e-08,1.4541282082162475e-07,87.92084726867336
12,87,KW:Gamma-carboxyglutamic acid,10,146,3.8145558193456977e-07,1.8595959619310277e-06,9.090774202057505
12,87,NAME:Conotoxin Ts-011,3,3,5.302320179938256e-07,2.06790487017592e-06,inf
12,87,LINEAGE:Conidae > Conus > Tesselliconus,6,37,5.223835277186416e-07,2.06790487017592e-06,23.845118087557605
12,87,LINEAGE:Conidae > Conus > Elisaconus,6,49,2.8929237993182768e-06,1.0256729833946617e-05,17.188797757475083
12,87,LINEAGE:Conidae > Conus > Lautoconus,6,53,4.620450053909074e-06,1.501646267520449e-05,15.725351443768997
12,87,KW:Disulfide bond,87,6889,3.457584320672825e-05,0.00010372752962018475,1.6261171831453398
12,87,LINEAGE:Conidae > Conus > Lividoconus,5,51,5.9600168645062804e-05,0.00015045427080964392,13.374533469051427
12,87,NAME:Conotoxin Vn5.3,2,2,6.558263086574222e-05,0.00015045427080964392,inf
12,87,NAME:Conotoxin PnMRCL-0111,2,2,6.558263086574222e-05,0.00015045427080964392,inf
12,87,NAME:Epsilon-conotoxin TxVA,2,2,6.558263086574222e-05,0.00015045427080964392,inf
12,87,GO:GO:0090729||F:toxin activity,87,7076,8.683012461003069e-05,0.0001881319366550665,1.5797520555965685
12,87,KW:Toxin,87,7092,9.367153555645258e-05,0.00019227315193166584,1.5758999487657808
12,87,LINEAGE:Conidae > Conus > Virgiconus,4,30,9.922679434844252e-05,0.00019349224897946294,18.912455028267946
12,87,LINEAGE:Conidae > Conus > Lithoconus,3,22,0.0007278411669734738,0.0013517050243793086,19.389789824951702
12,87,KW:Bromination,4,52,0.0008512914612717841,0.0015091075904363445,10.242204899777283
12,87,KW:Alternative splicing,3,25,0.0010675601587575236,0.0017587243849043095,16.745272525027808
12,87,GO:GO:0005576||C:extracellular region,87,7669,0.0010822919291718829,0.0017587243849043095,1.4478482295006092
12,87,KW:Secreted,87,8108,0.0049518907914882435,0.007724949634721659,1.3627630843269547
12,87,LINEAGE:Conidae > Conus > Leptoconus,2,29,0.02304096139661329,0.03456144209491994,9.085679012345679
13,76,GO:GO:0035792||C:host cell postsynaptic membrane,59,311,1.5739398926016845e-62,4.407031699284717e-61,32.09199538024165
13,76,LINEAGE:Avicularoidea > Theraphosidae > Cyriopagopus,59,340,4.2027516577393336e-60,5.8838523208350675e-59,28.772436748641137
13,76,NAME:U4-theraphotoxin-Hhn1a,23,23,2.1360503537896907e-49,1.9936469968703782e-48,inf
13,76,KW:Postsynaptic neurotoxin,59,650,2.5647087105507525e-43,1.795296097385527e-42,13.641803671995353
13,76,KW:Neurotoxin,67,3276,1.4453214731313737e-12,8.093800249535693e-12,2.8130744091288475
13,76,LINEAGE:Avicularoidea > Theraphosidae > Lasiodora,4,9,4.3820836586710324e-07,2.044972374046482e-06,102.86565774155996
13,76,KW:Signal,69,4864,1.5320294235866362e-06,6.128117694346545e-06,1.9149560178922733
13,76,LINEAGE:Avicularoidea > Theraphosidae > Acanthoscurria,3,7,1.587786935807962e-05,5.557254275327867e-05,96.32529069767442
13,76,NAME:U1-theraphotoxin-Hs1a,2,2,6.003099856705578e-05,0.00012006199713411156,inf
13,76,NAME:U4-theraphotoxin-Hhn1c,2,2,6.003099856705578e-05,0.00012006199713411156,inf
13,76,NAME:U3-theraphotoxin-Cg1b,2,2,6.003099856705578e-05,0.00012006199713411156,inf
13,76,NAME:U1-theraphotoxin-Hs1f,2,2,6.003099856705578e-05,0.00012006199713411156,inf
13,76,NAME:U3-theraphotoxin-Cg1a,2,2,6.003099856705578e-05,0.00012006199713411156,inf
13,76,NAME:U4-theraphotoxin-Hhn1b,2,2,6.003099856705578e-05,0.00012006199713411156,inf
13,76,LINEAGE:Avicularoidea > Theraphosidae > Coremiocnemis,2,3,0.00017916436439730784,0.00033444014687497467,256.5760743321719
13,76,LINEAGE:Avicularoidea > Theraphosidae > Chilobrachys,5,105,0.001411575968883846,0.0023652394443037265,6.431060606060606
13,76,KW:Disulfide bond,76,6889,0.001436038234041548,0.0023652394443037265,1.4690772611072598
13,76,GO:GO:0090729||F:toxin activity,76,7076,0.0028465905666682253,0.004428029770372795,1.4272521328734797
13,76,KW:Toxin,76,7092,0.0030105920298081536,0.0044366619386646475,1.4237770556028044
13,76,GO:GO:0005576||C:extracellular region,76,7669,0.017739771069157056,0.02483567949681988,1.3082443519920959
14,66,GO:GO:0017080||F:sodium channel regulator activity,63,419,3.152924860374471e-56,8.828189609048519e-55,20.92597861544038
14,66,GO:GO:0042151||C:nematocyst,54,322,5.412257164270183e-51,5.051440019985505e-50,23.61668494587764
14,66,KW:Nematocyst,54,321,4.542308012716969e-51,5.051440019985505e-50,23.70535233514018
14,66,GO:GO:0009966||P:regulation of signal transduction,28,40,1.4076337179959992e-48,9.853436025971994e-48,266.73747841105353
14,66,KW:Voltage-gated sodium channel impairing toxin,63,908,1.1851477691611456e-35,6.636827507302415e-35,8.776949799580073
14,66,LINEAGE:Actiniaria > Actiniidae > Anthopleura,16,26,6.965284556815967e-27,3.2504661265141183e-26,180.66243602865916
14,66,LINEAGE:Actiniaria > Actiniidae > Anemonia,15,70,7.42475582975162e-17,2.969902331900648e-16,30.75069715560513
14,66,LINEAGE:Actiniaria > Edwardsiidae > Nematostella,10,21,9.842841174293176e-16,3.444994411002612e-15,102.0216406177749
14,66,KW:Cardiotoxin,17,139,1.2426514756328373e-14,3.866026813079938e-14,15.73405166621876
14,66,KW:Alternative splicing,9,25,6.201875141547505e-13,1.7365250396333013e-12,63.058879573170735
14,66,KW:Cleavage on pair of basic residues,33,884,1.134612633049369e-11,2.8881048841256666e-11,4.422135722679201
14,66,LINEAGE:Actiniaria > Actiniidae > Bunodosoma,8,30,1.9179453756583723e-10,4.130959270648802e-10,40.72173511767421
14,66,KW:Ion channel impairing toxin,63,2896,1.7973797659022427e-10,4.130959270648802e-10,2.570367671338943
14,66,KW:Neurotoxin,64,3276,8.125896109636434e-09,1.6251792219272867e-08,2.29741268949727
14,66,LINEAGE:Actiniaria > Actiniidae > Actinia,6,34,5.393299722505672e-07,1.0067492815343922e-06,23.9468085106383
14,66,KW:Reference proteome,9,204,0.00010367946641334898,0.0001814390662233607,5.165666041275798
14,66,LINEAGE:Actiniaria > Stichodactylidae > Stichodactyla,3,15,0.00029719752612541127,0.0004895018077359716,27.857323232323232
14,66,LINEAGE:Actiniaria > Actiniidae > Condylactis,2,4,0.00047130408627627267,0.0007331396897630908,111.32694248234107
15,48,KW:Antimicrobial,47,597,1.844765067917956e-36,6.825630751296437e-35,14.76820893392322
15,48,KW:Target cell membrane,38,405,1.5558474536536577e-32,1.9188785261728444e-31,17.67414649783619
15,48,KW:Target membrane,38,405,1.5558474536536577e-32,1.9188785261728444e-31,17.67414649783619
15,48,KW:Membrane,38,412,2.9590053866863787e-32,2.7370799826849002e-31,17.342245989304814
15,48,GO:GO:0044218||C:other organism cell membrane,38,429,1.3418710693909578e-31,9.929845913493087e-31,16.585677749360613
15,48,GO:GO:0042742||P:defense response to bacterium,31,461,1.956646850061787e-22,1.2065988908714352e-21,12.167050108622101
15,48,KW:Antiviral protein,12,21,7.350427360955003e-22,3.3995726544416885e-21,219.49801587301587
15,48,GO:GO:0050688||P:regulation of defense response to virus,12,21,7.350427360955003e-22,3.3995726544416885e-21,219.49801587301587
15,48,KW:Antibiotic,31,500,2.1080322325661525e-21,8.66635473388307e-21,11.15134347949598
15,48,KW:Amidation,46,1339,1.5189774076739867e-20,5.62021640839375e-20,6.0971883811310965
15,48,KW:Cleavage on pair of basic residues,38,884,2.0817957519887597e-20,7.002403893053101e-20,7.63384786538729
15,48,LINEAGE:Chaeriloidea > Chaerilidae > Chaerilus,8,17,4.516084430407471e-14,1.3924593660423036e-13,145.46614069690992
15,48,GO:GO:0031640||P:killing of cells of another organism,26,716,1.0104892302040845e-12,2.8760078090423943e-12,6.296189595172019
15,48,LINEAGE:Chactoidea > Vaejovidae > Mesomexovis,6,8,1.458874756628272e-12,3.8555975710890045e-12,489.53097345132744
15,48,LINEAGE:Scorpionidae > Heterometrinae > Heterometrus,8,33,2.3654929940463016e-11,5.834882718647543e-11,52.360236686390536
15,48,KW:Transmembrane,12,129,3.580994595582165e-11,8.281050002283757e-11,16.867979242979242
15,48,KW:Cytolysis,22,658,2.6369786550263085e-10,5.739306484469024e-10,5.747781641300424
15,48,GO:GO:0050832||P:defense response to fungus,11,170,1.1115164424245643e-08,2.1645320194583624e-08,11.356705636079882
15,48,KW:Fungicide,11,170,1.1115164424245643e-08,2.1645320194583624e-08,11.356705636079882
15,48,LINEAGE:Scorpionidae > Pandininae > Pandinus,4,20,6.330556555746879e-06,1.1711529628131726e-05,40.669117647058826
15,48,LINEAGE:Scorpiopinae > Scorpiopini > Euscorpiops,3,7,7.936627509072033e-06,1.3983581801698344e-05,121.84140969162996
15,48,LINEAGE:Scorpionoidea > Hemiscorpiidae > Opisthacanthus,4,32,4.4314559033692015e-05,7.452903110211839e-05,23.236974789915966
15,48,LINEAGE:Scorpionidae > Urodacinae > Urodacus,3,14,7.99315485768238e-05,0.00012858553466706438,44.303163796555864
15,48,KW:Hemolysis,10,455,0.0005985103867797624,0.0009227035129521337,3.6738905744673755
15,48,LINEAGE:Chactoidea > Vaejovidae > Vaejovis,2,7,0.0007756669943687989,0.0011479871516658225,64.88621700879766
15,48,KW:Signal,48,4864,0.0010316051794492047,0.0014680535246007912,1.6583087820472637
15,48,LINEAGE:Scorpiopinae > Scorpiopini > Scorpiops,2,10,0.001641921533537303,0.0022500406200326004,40.55278592375367
15,48,LINEAGE:Iurida > Iuroidea > Hadrurus,2,12,0.002388604593456371,0.003156370355638776,32.441642228739006
16,46,GO:GO:0015459||F:potassium channel regulator activity,35,582,4.355448882479813e-24,1.698625064167127e-22,11.29116275254301
16,46,KW:Potassium channel impairing toxin,35,659,2.502483540170621e-22,4.8798429033327114e-21,9.890940890039447
16,46,KW:Antibiotic,24,500,9.042726213593031e-15,1.1755544077670939e-13,8.748891682657314
16,46,GO:GO:0042742||P:defense response to bacterium,23,461,1.4507878466167466e-14,1.414518150451328e-13,9.100575084001035
16,46,KW:Antimicrobial,24,597,4.104835500423631e-13,3.2017716903304325e-12,7.2614420579626495
16,46,KW:Defensin,6,10,8.659293989261296e-12,5.628541093019842e-11,254.18912710566616
16,46,KW:Voltage-gated potassium channel impairing toxin,20,495,3.371669461139183e-11,1.8785015569204018e-10,7.2604233588666505
16,46,LINEAGE:Buthoidea > Buthidae > Olivierus,8,116,5.240471304041364e-07,2.554729760720165e-06,12.579279740570064
16,46,LINEAGE:Scorpionidae > Opistophthalminae > Opistophthalmus,4,14,1.1621732860859719e-06,5.0360842397058775e-06,67.57312977099237
16,46,LINEAGE:Buthoidea > Buthidae > Tityus,10,260,4.297022723925509e-06,1.6758388623309485e-05,6.804992295839753
16,46,KW:Calcium-activated potassium channel impairing toxin,6,84,1.1560003025637374e-05,4.0985465272714326e-05,13.026622688184709
16,46,KW:Innate immunity,6,87,1.414742982019337e-05,4.5979146915628454e-05,12.543814871533096
16,46,LINEAGE:Buthoidea > Buthidae > Lychas,6,89,1.6118185760782645e-05,4.835455728234794e-05,12.241332865920036
16,46,KW:Immunity,6,96,2.4829749385238575e-05,6.91685875731646e-05,11.288514548238897
16,46,KW:Ion channel impairing toxin,36,2896,3.3701289192607254e-05,8.762335190077886e-05,2.1780668769432814
16,46,LINEAGE:Iurida > Iuroidea > Hadrurus,3,12,4.3661412388870984e-05,0.00010642469269787303,56.22560975609756
16,46,GO:GO:0045087||P:innate immune response,6,118,7.90823329200478e-05,0.0001814241755224626,9.069322905272369
16,46,GO:GO:0050832||P:defense response to fungus,6,170,0.0005683686702342458,0.0011666514810071361,6.190770552422216
16,46,KW:Fungicide,6,170,0.0005683686702342458,0.0011666514810071361,6.190770552422216
16,46,LINEAGE:Buthoidea > Buthidae > Mesobuthus,4,83,0.0015449507306307157,0.0030126539247298956,8.54822688182433
16,46,LINEAGE:Scorpionidae > Urodacinae > Urodacus,2,14,0.0030375215884888354,0.005641111521479266,28.069254185692543
16,46,LINEAGE:Scorpionoidea > Hemiscorpiidae > Liocheles,2,19,0.0055972152505451124,0.009922336125966335,19.812695854597546
16,46,KW:Signal,43,4864,0.006555771471402838,0.011116308147161334,1.5324998585732874
16,46,KW:Alternative splicing,2,25,0.009592296539446696,0.01558748187660088,14.643372377738071
16,46,GO:GO:0031640||P:killing of cells of another organism,9,716,0.02848491911293426,0.04443647381617744,2.1533804809052333
17,40,GO:GO:0001935||P:endothelial cell proliferation,12,12,4.052154849084114e-31,7.293878728351405e-30,inf
17,40,LINEAGE:Anura > Bombinatoridae > Bombina,9,21,4.768065255628931e-18,4.2912587300660384e-17,257.6842105263158
17,40,KW:G-protein coupled receptor impairing toxin,12,311,2.526432976505574e-10,1.5158597859033445e-09,13.882399665551839
17,40,LINEAGE:Avicularoidea > Hexathelidae > Hadronyche,7,67,1.4693923338632857e-09,6.612265502384786e-09,39.82030769230769
17,40,LINEAGE:Avicularoidea > Theraphosidae > Cyriopagopus,9,340,1.0621927307005793e-06,3.8238938305220855e-06,9.31517214931767
17,40,KW:Signal,34,4864,4.703057079405964e-06,1.4109171238217892e-05,2.507657676435033
17,40,LINEAGE:Avicularoidea > Theraphosidae > Chilobrachys,4,105,0.00029296514298561154,0.0007533389391058582,13.388915720840377
17,40,KW:Disulfide bond,37,6889,0.0004297928751705838,0.000891000611507351,1.9061770904449524
17,40,GO:GO:0005576||C:extracellular region,40,7669,0.0004455003057536755,0.000891000611507351,1.8559138974030243
17,40,LINEAGE:Varanoidea > Varanidae > Varanus,2,17,0.0011708384193072935,0.0020930004922937125,44.837575757575756
17,40,KW:Secreted,40,8108,0.0012790558564017133,0.0020930004922937125,1.7474752276879402
17,40,KW:Pyrrolidone carboxylic acid,5,323,0.0030068914424180933,0.00451033716362714,5.321389417806243
17,40,LINEAGE:Lycosoidea > Ctenidae > Phoneutria,2,80,0.024050568377577894,0.03330078698433862,8.617715617715618
18,37,GO:GO:0046931||P:pore complex assembly,33,36,3.422010301183545e-67,4.676747411617512e-66,1505.8822800495664
18,37,GO:GO:0006812||P:monoatomic cation transport,33,36,3.422010301183545e-67,4.676747411617512e-66,1505.8822800495664
18,37,GO:GO:0015267||F:channel activity,33,36,3.422010301183545e-67,4.676747411617512e-66,1505.8822800495664
18,37,GO:GO:0051715||P:cytolysis in another organism,33,41,4.4204678159287135e-63,4.530979511326931e-62,564.6802973977696
18,37,GO:GO:0046930||C:pore complex,33,46,4.544764957249959e-60,3.7267072649449664e-59,347.4798398627395
18,37,GO:GO:0042802||F:identical protein binding,26,29,1.6048295553824342e-52,1.0966335295113301e-51,1176.2497952497952
18,37,KW:Transmembrane,35,129,5.86260435003006e-44,3.4338111193033207e-43,51.057354301572616
18,37,KW:Transport,28,89,1.6611446471306494e-37,7.567436725817403e-37,62.41888072357264
18,37,KW:Ion transport,28,89,1.6611446471306494e-37,7.567436725817403e-37,62.41888072357264
18,37,KW:Nematocyst,37,321,8.37248374269089e-32,3.432718334503265e-31,17.878606633574798
